frame,time_s,left_hip_pitch_joint,right_hip_pitch_joint,waist_yaw_joint,left_hip_roll_joint,right_hip_roll_joint,waist_roll_joint,left_hip_yaw_joint,right_hip_yaw_joint,waist_pitch_joint,left_knee_joint,right_knee_joint,left_shoulder_pitch_joint,right_shoulder_pitch_joint,left_ankle_pitch_joint,right_ankle_pitch_joint,left_shoulder_roll_joint,right_shoulder_roll_joint,left_ankle_roll_joint,right_ankle_roll_joint,left_shoulder_yaw_joint,right_shoulder_yaw_joint,left_elbow_joint,right_elbow_joint,left_wrist_roll_joint,right_wrist_roll_joint,left_wrist_pitch_joint,right_wrist_pitch_joint,left_wrist_yaw_joint,right_wrist_yaw_joint
831,15.620000,11.478455,-8.709907,-2.532435,21.032179,-5.215380,8.489307,-15.580647,0.165442,1.614134,-20.087547,2.619982,3.322572,6.823408,-6.163000,14.728825,1.485082,-3.360110,2.665945,2.955747,0.309538,-0.541988,-0.135927,1.515543,0.036514,0.070453,-0.212604,0.314451,0.130296,-0.195400
832,15.640000,10.045926,-9.157393,2.136582,20.701130,-4.289402,8.179397,-18.046360,0.713237,2.344769,-14.842473,-1.973337,4.374331,3.479532,-1.986151,3.802031,0.280344,-1.759264,3.559283,0.149800,0.036680,-0.262789,0.820826,0.940383,0.028088,0.182193,0.195380,0.391182,-0.020967,0.052647
833,15.660000,9.241299,-9.480299,5.055947,21.164333,-1.876205,9.240802,-20.258270,0.710561,2.613472,-14.595991,-3.728598,4.870504,1.035140,2.103047,-0.625566,-0.589806,0.146845,4.598959,-0.152614,-0.053456,0.210082,1.223684,0.082014,-0.092176,0.071488,0.363654,0.199085,-0.106112,0.199566
834,15.680000,8.197278,-9.900681,4.426083,21.762915,-2.417122,9.736397,-17.965397,1.077200,3.250534,-13.787948,-4.894252,4.944577,0.062583,4.424218,-0.400941,0.245563,0.777653,4.526484,-0.089054,0.245003,0.401995,1.068941,-0.485410,-0.122616,-0.062988,0.285110,-0.076346,-0.031658,0.195324
835,15.700000,7.562063,-11.635978,1.290436,23.398144,-4.301986,9.411860,-13.974085,2.192815,4.233067,-13.059924,-6.679436,3.036542,0.331810,5.883116,-0.447289,2.179073,-0.868648,4.473800,-0.070986,0.630053,-0.010883,0.323937,-0.609460,-0.101416,-0.170964,0.097863,-0.197923,0.057280,0.001617
836,15.720000,7.509084,-11.318194,1.827698,22.515472,-3.132990,8.628531,-14.253967,1.424520,3.386482,-12.874617,-4.765141,1.215908,-0.138372,5.252191,-0.410216,2.816170,-1.756303,5.370589,-0.032380,0.631712,-0.207951,-0.421478,-0.467995,-0.006558,-0.125910,-0.024235,-0.053373,0.124975,-0.146529
837,15.740000,6.556499,-9.547245,1.363648,20.504019,-0.150044,7.519045,-13.479189,0.014007,2.049132,-13.899290,-2.066256,-0.161531,-0.341281,3.178241,-0.287995,2.083423,-1.919521,6.604035,0.011046,0.420637,-0.260056,-0.894578,-0.447546,0.031770,-0.028457,-0.156831,-0.064919,0.172010,-0.153019
838,15.760000,1.902192,-5.434744,0.281051,18.930792,1.909656,6.289453,-9.826546,-0.937890,1.841224,-14.886279,0.365318,-1.144925,-0.874315,2.152869,-0.219795,1.048902,-1.944412,7.091238,0.033348,0.233701,-0.388831,-1.080261,-0.735298,0.029617,0.025435,-0.241719,-0.199948,0.083286,-0.109711
839,15.780000,-4.207298,-0.654007,0.963767,17.819687,3.130948,5.297338,-7.583581,-1.603780,2.310205,-17.300230,2.242125,-1.642522,-1.676081,2.029556,-0.192638,0.216735,-2.403620,7.014363,0.014039,0.053583,-0.526761,-1.205643,-1.116501,0.000194,-0.011383,-0.296929,-0.297445,-0.001161,-0.093987
840,15.800000,-9.382536,2.975766,1.412488,18.368458,3.361253,4.724448,-6.194803,-1.644674,2.885515,-19.465389,3.407066,-1.951582,-2.311664,3.023793,-0.166992,-0.233344,-3.210922,7.024724,-0.032901,-0.075887,-0.683652,-1.383613,-1.504755,-0.022362,-0.050238,-0.364535,-0.430271,-0.006469,-0.125002
841,15.820000,-13.740055,5.670025,1.626591,19.570419,3.592220,4.338618,-5.124976,-1.754586,3.601559,-21.227299,4.727338,-2.258800,-2.782031,5.012912,-0.105499,-0.156408,-3.876250,6.887466,-0.044163,-0.096367,-0.827105,-1.554130,-1.803811,-0.011491,-0.036148,-0.428969,-0.509309,0.002976,-0.167428
842,15.840000,-17.803318,8.334007,2.155862,20.156078,4.382880,3.809142,-3.964047,-2.177012,4.366244,-21.700417,6.068186,-2.200836,-3.078260,7.979378,-0.068115,0.167036,-4.287104,6.663047,-0.027108,-0.054632,-0.929520,-1.564230,-1.917482,0.001158,0.004828,-0.412427,-0.490420,0.003921,-0.188426
843,15.860000,-20.035753,10.589403,2.743653,20.747673,4.630220,3.524751,-3.491532,-2.229059,4.606109,-20.376713,7.682606,-1.348380,-2.676891,11.298341,-0.002586,0.562242,-4.422139,6.221258,-0.014819,0.018178,-0.971958,-1.246468,-1.702922,-0.000505,0.041605,-0.291303,-0.391649,-0.006288,-0.179185
844,15.880000,-19.519989,10.666475,2.902515,21.368490,3.915410,3.550251,-3.413784,-1.774308,4.752432,-17.252310,8.069690,-0.171139,-1.610871,14.646316,0.033799,0.759816,-4.179503,5.469698,-0.009879,0.062966,-0.919516,-0.765146,-1.243371,0.003719,0.041701,-0.155183,-0.261247,-0.014564,-0.157650
845,15.900000,-16.674862,8.177431,2.648221,21.288948,2.878912,3.647762,-3.431639,-1.213082,5.277476,-12.953190,7.036668,1.084269,-0.233298,17.147049,0.009907,0.619596,-3.501353,4.151048,0.001232,0.047387,-0.757194,-0.217114,-0.599543,0.000634,0.038167,-0.027085,-0.095900,-0.030878,-0.111413
846,15.920000,-11.179266,3.271500,1.688615,20.452744,1.470743,3.858867,-3.616713,-0.487384,5.744444,-7.924375,5.255378,2.030558,1.397890,17.914169,-0.020212,0.329446,-2.316580,1.932217,0.028428,-0.001124,-0.466608,0.268291,0.125135,-0.013065,0.041323,0.079924,0.103189,-0.050153,-0.060959
847,15.940000,-3.537451,-1.047308,2.360291,17.280130,-3.610569,1.794853,-3.783369,-1.681870,4.905028,-1.943407,-5.754448,3.832425,2.400358,17.247818,-6.913649,0.484914,-0.636656,-1.303968,4.670774,0.002298,-0.021413,0.855714,0.504149,-0.021544,0.054087,0.226971,0.196892,-0.078919,0.056054
848,15.960000,0.527225,-3.571586,3.713868,7.537295,-11.556338,-2.284779,-1.371441,5.088750,4.249089,5.663747,-21.495605,5.877728,1.854060,20.129971,-13.622672,2.004084,1.098552,-4.028203,5.962412,0.351067,0.402782,1.420768,0.005512,0.000655,-0.001850,0.373309,0.000461,0.038223,0.224586
849,15.980000,0.615740,-0.866356,1.463097,-0.389809,-17.694935,-5.982393,0.404397,9.043825,2.707987,5.659447,-31.644356,4.876364,2.248500,21.615002,-11.352285,3.555248,0.914966,-4.938626,-1.079974,0.626817,0.195706,0.894023,-0.542381,0.048671,-0.008197,0.288397,-0.182166,0.170429,0.147782
850,16.000000,1.925977,-0.087623,0.888699,0.934898,-20.414827,-3.878895,0.538391,11.224827,0.719275,4.667789,-26.584915,3.554260,3.834906,16.929068,-11.952188,4.284393,-0.445299,-3.705506,-2.849415,1.057541,0.116574,0.406821,0.062125,-0.106454,-0.016840,0.038723,-0.167221,0.126036,-0.052622
851,16.020000,4.215320,-0.913605,-0.005155,3.222001,-21.053257,-3.044045,0.234447,12.547566,-0.500881,5.416254,-23.515537,2.500506,4.105230,10.656389,-11.649557,4.157762,-1.350023,-1.960632,-3.786898,1.125277,-0.172895,0.016817,0.550021,-0.024766,-0.013848,-0.051792,0.022070,0.159707,-0.108577
852,16.040000,1.144731,-1.025836,-0.993035,4.451216,-23.495022,-4.017469,-1.592722,14.853412,1.587814,0.334127,-19.237553,1.835039,3.357558,-0.442579,-8.564048,3.557484,-0.966579,0.343420,-5.238613,0.951160,-0.096873,0.112273,0.884861,0.047966,-0.052096,0.041348,0.170335,0.081162,-0.045327
853,16.060000,-3.372891,2.210286,-2.286883,2.961523,-25.118975,-4.063848,-1.313156,15.472838,2.737146,-2.979509,-14.570452,0.993693,3.071576,-0.790379,-4.438674,2.686811,-0.771394,0.259685,-6.393537,0.612049,-0.192726,0.258246,0.847394,0.114514,0.098084,0.174122,0.180539,0.012715,0.041785
854,16.080000,-8.093385,7.842452,-2.173196,0.374184,-22.260874,-4.968565,-0.091076,13.336641,1.754523,-5.333134,-9.761109,0.099036,2.438905,-0.196063,0.069365,1.296674,-0.913487,0.006064,-7.105710,0.231632,-0.409756,-0.139709,0.312645,0.165320,0.161180,0.072770,0.034122,0.034114,0.049988
855,16.100000,-10.698399,10.693218,-1.788420,-0.573799,-19.564060,-5.907413,0.108024,12.180087,0.973821,-6.007724,-6.407611,-0.491486,1.442872,-0.164536,4.784639,0.402095,-0.933278,-0.099699,-7.445097,-0.010186,-0.387862,-0.687811,-0.228014,0.064061,0.097811,-0.135283,-0.090640,0.037525,0.008230
856,16.120000,-9.944405,10.901515,-2.083325,-0.854500,-18.427662,-6.583999,0.366256,12.086285,-0.011660,-3.870916,-5.298980,-1.011438,0.911993,-0.121161,7.678414,0.351332,-0.848323,-0.124490,-7.870842,-0.090521,-0.230177,-0.982812,-0.485130,-0.032986,0.019240,-0.266484,-0.140366,0.051061,-0.049755
857,16.140000,-7.393458,9.635134,-2.371094,-1.140295,-18.978027,-6.577984,0.430681,11.825877,-1.041994,-1.130682,-4.964781,-1.600254,0.870709,-0.065730,8.542961,1.078872,-0.852281,-0.111889,-8.080739,0.091541,-0.086848,-1.223456,-0.483507,-0.058081,-0.037499,-0.355450,-0.100267,0.068040,-0.084395
858,16.160000,-4.336445,6.850808,-2.442709,-1.140523,-20.253237,-6.152604,0.552371,10.641296,-1.525690,0.957767,-6.015527,-2.278450,0.843505,-0.053594,8.187170,1.717287,-0.797454,-0.084694,-8.026318,0.287611,-0.034142,-1.479619,-0.393618,-0.039807,-0.054627,-0.413495,-0.058630,0.094563,-0.101262
859,16.180000,-1.553275,2.832329,-2.780178,-0.865104,-20.735163,-5.854892,0.465859,9.610520,-1.121715,2.051433,-8.485766,-2.631830,0.524845,-0.117283,7.337992,1.837491,-0.863806,-0.061863,-8.010214,0.346375,-0.116655,-1.633897,-0.464217,-0.016887,-0.028022,-0.414682,-0.085373,0.116425,-0.093105
860,16.200000,0.152337,-0.684022,-2.781185,-1.381528,-20.563133,-6.023392,0.698824,8.595263,-0.122729,2.816529,-11.147073,-2.489199,0.296789,-0.191168,6.703214,1.850005,-0.914571,-0.060046,-7.987407,0.352668,-0.202787,-1.525726,-0.634176,-0.019186,-0.008584,-0.368396,-0.134539,0.102529,-0.108348
861,16.220000,1.096036,-3.729797,-2.164271,-2.522992,-20.096354,-6.661699,1.242371,7.275297,1.237531,3.544757,-13.488011,-1.972216,0.015840,-0.237827,6.721161,1.907726,-0.957243,-0.071723,-7.845507,0.356109,-0.224995,-1.284582,-0.827903,-0.030783,-0.016626,-0.324156,-0.183835,0.082127,-0.102854
862,16.240000,2.470775,-6.980599,-1.299660,-3.338553,-20.136728,-7.329433,1.535179,5.462245,2.453489,4.373442,-15.321587,-1.349064,-0.283636,-0.251695,7.846651,2.023674,-1.113507,-0.070070,-7.647710,0.321253,-0.238018,-1.082069,-0.987267,-0.022988,-0.028534,-0.284513,-0.218942,0.065546,-0.060189
863,16.260000,4.103043,-9.920329,-1.072434,-2.099232,-21.151525,-7.301840,0.906363,4.092412,3.150386,4.912751,-15.713810,-1.130995,-0.421916,-0.266776,9.702077,2.342752,-1.271855,-0.044723,-6.614043,0.336720,-0.242935,-0.987487,-1.070915,-0.010942,-0.060078,-0.241183,-0.236154,0.090518,-0.042446
864,16.280000,4.828537,-10.569913,-1.130198,-0.731853,-22.454550,-6.553983,0.373848,4.048941,3.196023,5.894152,-14.098046,-0.924460,-0.067262,-0.261312,12.001438,2.506990,-1.506136,-0.034993,-5.324230,0.333119,-0.325438,-0.854858,-0.813516,0.009183,-0.066489,-0.217969,-0.197536,0.087812,-0.016077
865,16.300000,4.427760,-8.990759,-1.683919,0.632999,-22.798958,-5.368690,-0.132895,4.536882,2.699979,5.769446,-10.747253,-0.628420,0.967496,-0.248685,14.588586,2.416787,-1.671461,-0.036707,-3.524385,0.367412,-0.392366,-0.729789,-0.297820,0.031517,-0.058084,-0.202909,-0.084805,0.063264,-0.023613
866,16.320000,3.245683,-6.532099,-4.407098,7.175592,-18.079880,-1.662748,-4.168934,2.995058,1.871981,-10.260406,-2.383714,-0.805358,3.059554,-6.226228,17.838612,1.797759,-2.432666,-1.911667,-1.047720,0.277389,-0.597515,-0.772275,0.453296,0.053148,-0.032361,-0.185891,0.091732,0.021115,-0.062880
867,16.340000,8.528780,-6.590586,-5.615077,18.035097,-6.534686,7.522444,-11.051536,1.011795,1.357025,-28.004574,5.627430,0.097069,6.400806,-8.484841,20.932144,1.261422,-3.752885,0.905690,0.578160,0.152806,-0.739597,-1.072018,1.062698,0.062705,0.036376,-0.279137,0.156818,0.060384,-0.146267
868,16.360000,11.565678,-8.587685,-2.569260,20.782862,-4.884969,8.353817,-15.757406,0.555896,1.481868,-20.294304,2.650267,3.476542,6.766453,-6.027094,15.409043,1.455471,-3.490975,2.257119,1.657548,0.301841,-0.575193,-0.106079,1.467405,0.033067,0.062282,-0.209303,0.293211,0.125816,-0.207938
869,16.380000,9.998918,-9.067001,2.087193,20.525642,-4.197787,7.895307,-18.173389,0.828394,2.378516,-15.008643,-2.188856,4.486541,3.545837,-1.854714,5.129536,0.279838,-1.878971,3.117435,0.103572,0.034003,-0.305850,0.866348,0.953766,0.023827,0.179002,0.202686,0.392417,-0.024851,0.039992
870,16.400000,9.268458,-9.514334,5.045814,21.207674,-1.940329,9.049927,-20.307421,0.702353,2.642597,-14.742118,-3.794401,4.873561,1.103559,2.454764,-0.635772,-0.607930,0.071877,4.152606,-0.148605,-0.059660,0.187780,1.255396,0.106945,-0.093854,0.072377,0.371970,0.205645,-0.105712,0.194822
871,16.420000,8.474747,-9.946337,4.605469,21.719212,-2.362978,9.712823,-18.144445,0.974081,3.177866,-13.604149,-4.763304,5.025773,0.082291,5.273827,-0.397955,0.210037,0.772575,4.064454,-0.086889,0.229550,0.408695,1.099362,-0.483984,-0.121378,-0.053500,0.292235,-0.069496,-0.033661,0.201823
872,16.440000,7.950373,-11.692188,1.250210,23.182856,-4.183140,9.529328,-13.772604,2.116027,4.030747,-12.872324,-6.804914,3.090046,0.338672,6.759301,-0.454629,2.209954,-0.921813,4.009106,-0.071016,0.637588,-0.020173,0.339446,-0.625119,-0.100743,-0.166478,0.102572,-0.206237,0.059651,0.001253
873,16.460000,7.794276,-11.221848,1.819757,22.268064,-3.041562,8.791059,-13.943166,1.366345,3.151079,-12.508228,-4.834388,1.306363,-0.103179,6.116018,-0.420571,2.885786,-1.833034,4.851179,-0.034872,0.654986,-0.220887,-0.402870,-0.462174,-0.005381,-0.133079,-0.018058,-0.056424,0.126901,-0.152379
874,16.480000,6.765960,-9.441355,1.340544,20.189857,-0.146281,7.682605,-13.161749,-0.002714,1.854092,-13.486474,-2.094721,-0.116460,-0.282565,4.010770,-0.289989,2.137743,-1.914057,6.020889,0.006967,0.437639,-0.257507,-0.881249,-0.417032,0.036869,-0.036703,-0.148551,-0.056422,0.173088,-0.157051
875,16.500000,2.079311,-5.294946,0.163142,18.771578,1.867063,6.481857,-9.479304,-0.918025,1.670490,-14.478746,0.359857,-1.153077,-0.754585,2.852482,-0.217370,1.055190,-1.836069,6.620770,0.029401,0.236363,-0.357535,-1.081488,-0.674158,0.028867,0.023981,-0.240659,-0.182053,0.087924,-0.105980
876,16.520000,-4.031503,-0.533801,0.846172,17.817873,3.045161,5.461506,-7.259118,-1.560641,2.169924,-16.518551,2.251987,-1.641241,-1.540396,2.857223,-0.188796,0.212177,-2.254109,6.879154,0.010933,0.056328,-0.490062,-1.204772,-1.044519,-0.000746,-0.007057,-0.299831,-0.276892,0.000855,-0.085138
877,16.540000,-9.254023,3.135150,1.354880,18.291998,3.271067,4.852140,-5.961003,-1.614486,2.744090,-19.176954,3.409334,-1.929605,-2.179214,3.659693,-0.166379,-0.244311,-3.104119,6.745655,-0.036039,-0.073297,-0.663358,-1.383070,-1.443345,-0.022594,-0.046700,-0.369905,-0.413100,-0.007179,-0.117186
878,16.560000,-13.448891,5.632361,1.559850,19.565365,3.507329,4.449802,-4.934175,-1.733792,3.502408,-20.877270,4.733722,-2.183169,-2.663868,5.629326,-0.101246,-0.186388,-3.802239,6.643857,-0.047119,-0.102502,-0.812656,-1.538666,-1.758131,-0.010149,-0.035713,-0.429805,-0.500862,-0.000506,-0.161420
879,16.580000,-17.344078,8.115028,2.055060,20.200300,4.307538,3.891618,-3.920256,-2.158783,4.273367,-21.364742,6.029730,-2.120718,-2.962859,8.460636,-0.068678,0.132228,-4.253225,6.449582,-0.028140,-0.065134,-0.925446,-1.541630,-1.885364,0.000329,0.003461,-0.408391,-0.487472,0.003088,-0.185270
880,16.600000,-19.550915,10.267519,2.666703,20.680998,4.613962,3.557525,-3.462784,-2.227879,4.534853,-20.114876,7.520205,-1.298780,-2.609684,11.560361,-0.014868,0.525739,-4.426479,6.085358,-0.013563,0.006183,-0.976828,-1.228290,-1.688736,-0.002734,0.039578,-0.286727,-0.388348,-0.007728,-0.178526
881,16.620000,-19.183498,10.468397,2.873223,21.226437,3.933321,3.622927,-3.401048,-1.790062,4.678300,-17.169634,7.990186,-0.139952,-1.591912,14.643446,0.023479,0.754523,-4.211928,5.481966,-0.007452,0.060915,-0.927522,-0.749559,-1.242621,-0.000460,0.041714,-0.147953,-0.259980,-0.014067,-0.157348
882,16.640000,-16.684462,8.307987,2.672435,21.199684,2.959813,3.727725,-3.364360,-1.265633,5.164419,-13.108849,7.081778,1.072217,-0.298175,16.959547,0.003517,0.639090,-3.576730,4.273766,0.004035,0.050008,-0.773370,-0.220569,-0.623405,-0.000913,0.037568,-0.023810,-0.101884,-0.029165,-0.111834
883,16.660000,-11.514740,3.656576,1.728003,20.422020,1.638717,3.945989,-3.525142,-0.575428,5.644421,-8.300158,5.424577,1.952811,1.305368,17.628185,-0.013118,0.352930,-2.444255,2.247446,0.028903,0.006985,-0.497684,0.230158,0.093709,-0.011326,0.039882,0.072920,0.094803,-0.047960,-0.066147
884,16.680000,-4.191575,-0.906146,2.317117,17.916698,-2.690723,2.408329,-3.602706,-2.196602,4.955338,-2.938866,-4.337003,3.530650,2.406637,16.797169,-5.614849,0.423535,-0.851779,-0.836330,3.977704,-0.000687,-0.078416,0.771514,0.513173,-0.018189,0.048620,0.204368,0.203219,-0.076638,0.037870
885,16.700000,0.686257,-3.995445,3.572368,8.780574,-10.761083,-2.122797,-1.662180,4.352510,4.393050,5.098662,-19.926643,5.800385,1.925439,19.224348,-13.024200,1.858830,1.031553,-3.612133,5.867913,0.326945,0.399825,1.388264,0.104043,-0.004334,0.012752,0.360573,0.027377,0.011264,0.208724
886,16.720000,0.628788,-0.805441,1.534253,-0.523451,-17.889402,-6.314627,0.392861,9.471760,2.757223,6.188910,-31.886206,5.157999,2.121841,21.171406,-11.112561,3.575134,1.120562,-4.867569,-0.558694,0.608039,0.233137,1.008436,-0.570920,0.055444,-0.020908,0.320549,-0.165152,0.171970,0.172047
887,16.740000,1.646115,-0.069180,0.716798,0.575723,-20.802076,-4.139118,0.555556,11.668294,0.899027,4.651198,-26.953337,3.517813,3.795931,16.889500,-11.694565,4.277773,-0.401782,-3.752431,-2.649626,1.034306,0.100192,0.417808,0.034247,-0.095739,-0.005713,0.056089,-0.175636,0.136374,-0.040943
888,16.760000,3.923022,-0.532436,0.039915,2.988596,-21.164028,-3.148074,0.407838,12.847273,-0.587759,5.564334,-23.632523,2.448139,4.125865,10.961288,-11.530489,4.211272,-1.372995,-2.050969,-3.772615,1.136396,-0.167852,-0.011440,0.495450,-0.043140,-0.015010,-0.065263,-0.000256,0.158104,-0.115016
889,16.780000,1.232430,-0.682821,-0.725917,4.262937,-22.988188,-4.010944,-1.347904,14.665021,1.172574,0.881107,-19.339600,1.779314,3.173254,0.420936,-8.924659,3.547752,-0.972670,0.178344,-5.303890,0.943327,-0.092885,0.041824,0.758424,0.050563,-0.048210,0.011192,0.128059,0.083071,-0.047472
890,16.800000,-3.120318,2.204172,-2.024685,3.056398,-24.977913,-4.088671,-1.328961,15.500072,2.454882,-2.729313,-14.659803,1.046093,2.883241,-0.848456,-4.833924,2.722311,-0.709119,0.277496,-6.393418,0.636943,-0.149169,0.230985,0.780212,0.104265,0.078604,0.164683,0.157707,0.012185,0.032914
891,16.820000,-7.446858,7.267097,-2.181873,0.636346,-22.475243,-4.879808,-0.180994,13.385329,1.601160,-5.093779,-10.028810,0.087826,2.391798,-0.215192,-0.381115,1.370257,-0.877830,0.026514,-7.085385,0.244315,-0.388381,-0.120324,0.311369,0.166016,0.164858,0.075504,0.028286,0.039037,0.051075
892,16.840000,-10.069921,10.000029,-1.741023,-0.452967,-19.830708,-5.765526,0.041472,12.001828,0.969010,-5.903216,-6.644973,-0.481872,1.476356,-0.162667,4.223537,0.444395,-0.958716,-0.090888,-7.405050,0.015446,-0.401175,-0.656132,-0.201743,0.074096,0.102306,-0.122953,-0.086579,0.039731,0.009405
893,16.860000,-9.417843,10.054200,-1.990390,-0.578749,-18.785160,-6.462652,0.234312,11.849500,0.166179,-3.912676,-5.707892,-0.979195,0.905712,-0.115332,7.221510,0.341891,-0.879496,-0.115598,-7.794600,-0.085831,-0.252164,-0.958635,-0.460840,-0.027427,0.026447,-0.255656,-0.134671,0.052523,-0.045241
894,16.880000,-7.096293,8.873096,-2.348721,-0.944685,-19.297873,-6.467692,0.364147,11.785207,-0.750187,-1.183923,-5.454086,-1.545251,0.796823,-0.056621,8.239300,1.030125,-0.857257,-0.105986,-8.170987,0.079848,-0.105106,-1.180907,-0.498004,-0.058851,-0.030465,-0.334310,-0.105300,0.064785,-0.082226
895,16.900000,-4.213016,6.385223,-2.404605,-1.072736,-20.541391,-6.053714,0.526882,10.657323,-1.279873,0.895074,-6.332090,-2.240398,0.818430,-0.045098,8.031099,1.726912,-0.800792,-0.080816,-8.174137,0.294879,-0.038543,-1.448785,-0.402346,-0.044395,-0.056030,-0.405991,-0.057408,0.092445,-0.106199
896,16.920000,-1.557252,2.603841,-2.749906,-0.850114,-21.018339,-5.772826,0.454127,9.686236,-0.940127,1.987513,-8.676270,-2.631117,0.560040,-0.107973,7.318897,1.900683,-0.868757,-0.059953,-8.116800,0.367333,-0.113718,-1.629775,-0.449631,-0.018649,-0.029533,-0.418164,-0.078756,0.119466,-0.095489
897,16.940000,0.165418,-0.871014,-2.857588,-1.221006,-20.781069,-5.940090,0.615423,8.742253,0.009936,2.706746,-11.190105,-2.556333,0.362764,-0.182991,6.736609,1.889014,-0.938906,-0.057081,-8.068130,0.360935,-0.201889,-1.560188,-0.595142,-0.015486,-0.008341,-0.380366,-0.122825,0.106587,-0.105335
898,16.960000,1.086957,-3.848249,-2.298500,-2.304966,-20.336376,-6.570527,1.141805,7.377648,1.331619,3.396156,-13.522013,-2.078057,0.124415,-0.230848,6.765623,1.910978,-0.990563,-0.068783,-7.980652,0.354594,-0.228368,-1.326463,-0.780056,-0.028179,-0.014081,-0.333402,-0.172356,0.085460,-0.103797
899,16.980000,2.378990,-7.044682,-1.428741,-3.264094,-20.217155,-7.262670,1.524620,5.612675,2.572611,4.237772,-15.399424,-1.431166,-0.192693,-0.246101,7.830644,1.971579,-1.117600,-0.070176,-7.775243,0.313896,-0.238218,-1.107391,-0.945001,-0.023438,-0.024800,-0.289835,-0.209221,0.065419,-0.062794
900,17.000000,3.943810,-10.003490,-1.097048,-2.399340,-20.995874,-7.322261,1.046415,4.224839,3.353481,4.830463,-15.959891,-1.088511,-0.373035,-0.259756,9.616535,2.242419,-1.269043,-0.047547,-6.891392,0.315706,-0.245637,-0.978036,-1.043031,-0.012192,-0.055743,-0.239448,-0.227486,0.085214,-0.042019
901,17.020000,4.866452,-11.071066,-1.056310,-0.997861,-22.382303,-6.772486,0.476111,3.887278,3.491036,5.788112,-14.755760,-0.893725,-0.168520,-0.257005,11.875241,2.480571,-1.478874,-0.035452,-5.795607,0.333722,-0.309606,-0.859737,-0.876417,0.006515,-0.067701,-0.213600,-0.204182,0.088225,-0.020560
902,17.040000,4.509402,-9.649648,-1.512253,0.339935,-22.960445,-5.465984,-0.044510,4.350776,3.031551,5.825211,-11.446898,-0.574532,0.764715,-0.258353,14.376970,2.442844,-1.647184,-0.036744,-3.932554,0.358163,-0.382827,-0.709297,-0.391558,0.032544,-0.064587,-0.197284,-0.109907,0.065434,-0.016236
903,17.060000,4.031280,-6.983364,-3.544354,5.302108,-19.642122,-2.441558,-2.353137,3.468069,1.901313,-10.019829,-4.782091,-0.505500,2.575943,-7.793345,17.426298,1.985280,-2.167896,-2.112108,-1.413904,0.316865,-0.523109,-0.670685,0.265206,0.046418,-0.040670,-0.170639,0.056514,0.026825,-0.049693
904,17.080000,6.896647,-5.765287,-5.371700,16.642546,-8.544800,6.475180,-10.474622,1.021248,1.582125,-27.465681,5.526176,-0.457105,6.112998,-8.549167,21.025240,1.196422,-3.660925,0.516982,0.577023,0.122097,-0.755977,-1.148327,1.032112,0.073279,0.024972,-0.276905,0.178548,0.030343,-0.117425
905,17.100000,11.134809,-8.159009,-3.595277,20.407043,-4.832455,8.485268,-14.859069,0.897789,1.362859,-22.029379,3.516237,2.732757,6.972367,-6.749628,17.083111,1.449810,-3.592351,2.210840,1.737352,0.289560,-0.581674,-0.366790,1.440979,0.020932,0.057517,-0.259357,0.242268,0.133665,-0.225717
906,17.120000,10.575512,-8.950433,1.412238,20.743904,-4.105151,7.928886,-17.897673,0.679209,2.068268,-15.506041,-1.543612,4.602078,4.233329,-2.979660,7.272955,0.579697,-2.254490,2.885830,0.514135,0.118754,-0.366502,0.743984,1.070889,0.036714,0.168683,0.123529,0.389130,0.007526,-0.007804
907,17.140000,9.435099,-9.465564,4.701862,20.708914,-1.905448,8.758319,-19.771393,0.657240,2.467158,-14.159720,-3.813879,4.739355,1.259047,1.586053,-0.595364,-0.494395,-0.316487,3.548892,-0.161522,-0.065846,0.082045,1.228165,0.187761,-0.061082,0.099922,0.381123,0.234182,-0.087581,0.173000
908,17.160000,9.042311,-9.822072,5.202643,21.882240,-2.017621,9.636184,-19.690573,0.744346,2.783919,-13.951805,-4.170095,5.193286,0.218656,4.290972,-0.438931,-0.061296,0.884895,4.160224,-0.091471,0.179788,0.417874,1.178916,-0.356327,-0.126691,-0.031411,0.333833,0.006495,-0.052114,0.208945
909,17.180000,8.578929,-11.821267,1.683336,23.041800,-4.003150,9.650673,-14.831126,2.002472,3.862624,-12.888745,-6.495357,3.468550,0.344369,5.501411,-0.418275,1.864041,-0.346638,4.393200,-0.073810,0.574090,0.115009,0.498140,-0.625083,-0.097884,-0.140327,0.136575,-0.213382,0.049029,0.061220
910,17.200000,8.304265,-11.901553,1.545858,22.931089,-3.664339,8.914860,-14.353981,1.705505,3.422686,-12.660879,-5.526677,1.626441,0.090319,5.247108,-0.453201,2.851293,-1.597437,5.168663,-0.041615,0.655103,-0.167165,-0.259914,-0.471660,-0.034876,-0.151909,-0.001596,-0.083466,0.106888,-0.119165
911,17.220000,7.845538,-10.698668,1.627273,20.664124,-0.754892,7.783001,-14.256899,0.270772,2.134092,-13.400684,-2.887061,0.150251,-0.267051,3.066614,-0.329778,2.404626,-1.899484,6.450270,0.002127,0.486141,-0.240383,-0.818149,-0.406854,0.023509,-0.052107,-0.141735,-0.035432,0.163750,-0.154343
